,name,location,id,alias,title,rating,review_count,price,latitude,longitude
158,Cuvaison Estate Wines,"1221 Duhig Rd Napa, CA 94559",rjiMUH4UecBVD3wkqhgxXw,wineries,Wineries,4.0,327,$$,38.251176,-122.347084
159,St Clair Brown Winery & Brewery,"816 Vallejo St Napa, CA 94559",m2QHxP8_qJBER5lPDM-Spg,breweries,Breweries,4.5,230,$$,38.305044,-122.28614
160,Clos du Val,"5330 Silverado Trl Napa, CA 94558",CKdHGiYJ42pS89r1PDxd2g,wineries,Wineries,4.0,328,$$,38.3872498,-122.3125063
161,William Hill Estate Winery,"1761 Atlas Peak Rd Napa, CA 94558",1ol6_Oxrb3Oq_LSko85BfQ,wineries,Wineries,4.5,186,$$,38.3555817630865,-122.270102462921
162,Shadybrook Estate Winery,"100 Rapp Ln Napa, CA 94558",uELtBkcq7xqAF9970casZw,wineries,Wineries,5.0,179,$$,38.308954,-122.248219
163,Platypus Wine Tours,"182 Camino Oruga Napa, CA 94558",USWs09dJN8fSrVbLZ1gDhQ,winetours,Wine Tours,5.0,896,,38.2283082,-122.2539009
164,Ashes & Diamonds,"4130 Howard Ln Napa, CA 94558",kMGm-nfpM7ihMioPNe4wNQ,wineries,Wineries,4.0,179,$$,38.34425,-122.326284
165,Stag's Leap Wine Cellars,"5766 Silverado Trl Napa, CA 94558",4Nadx95153ze4VrS8AQpMA,winetours,Wine Tours,4.0,487,$$$,38.3983978,-122.3243927
166,Hagafen Cellars,"4160 Silverado Trl Napa, CA 94558",W8IaBhw2-S_ItlOFBH1ilA,wineries,Wineries,4.5,459,$$,38.364751,-122.289435
167,Saintsbury,"1500 Los Carneros Ave Napa, CA 94559",gm0vRczMVOyJV88EnlcCJg,wineries,Wineries,4.5,136,$$,38.24996,-122.32538
168,Chimney Rock Winery,"5350 Silverado Trl Napa, CA 94558",RU1Vj27-jl_cXzLldjKOJg,wineries,Wineries,4.0,308,$$$,38.390201,-122.313843
169,Stags' Leap Winery,"6150 Silverado Trl Napa, CA 94558",bz6MlQQxk5Hy3IFU8SwY3A,wineries,Wineries,4.0,222,$$$,38.415754,-122.318884
170,Black Stallion Winery,"4089 Silverado Trl Napa, CA 94558",HydOaTTsNz_Ezu3ESdT76w,venues,Venues & Event Spaces,4.0,385,$$,38.3598451538529,-122.29063943556353
171,Trefethen Family Vineyards,"1160 Oak Knoll Ave Napa, CA 94558",PvWarVB1XiBf3YtMjDYoJg,wineries,Wineries,4.5,350,$$,38.3562374223633,-122.322991049978
172,Verve Napa Valley,"Napa, CA 94558",oS0trWApclsXa6G70z9OUQ,winetours,Wine Tours,5.0,41,,38.3177642822266,-122.29174041748
173,Trinitas Cellars,"850 Bordeaux Way Ste 1 Napa, CA 94558",wNnfD8wW3ts6uyXiMSZWkg,wineries,Wineries,4.5,205,$$,38.2471,-122.274639
174,Peju Winery,"8466 St Helena Hwy Rutherford, CA 94573",blUuKnpEpJtpyq3B4l2Rcw,winetastingroom,Wine Tasting Room,4.0,1063,$$,38.4554826,-122.4180526
175,Darioush Winery,"4240 Silverado Trl Napa, CA 94558",I_RKcCl8G0YVrCqXmgYbew,wineries,Wineries,3.5,552,$$$,38.36752,-122.29424
176,Alpha Omega Collective,"1245 1st St Napa, CA 94559",3zac-C7Zip_c2ZT7uVwQJQ,wine_bars,Wine Bars,5.0,46,,38.29799,-122.28759
177,Truchard Vineyards,"3234 Old Sonoma Rd Napa, CA 94559",L146DJ8gXekGeJnLzRuuuA,wineries,Wineries,4.5,85,$$,38.289128186648,-122.317485809326
178,Piazza Del Dotto,"7466 St Helena Hwy Napa, CA 94558",pUem3oCj6prFnZFreyeDyw,wineries,Wineries,4.5,74,$$$$,38.422,-122.38811
179,Judd's Hill Winery,"2332 Silverado Trl Napa, CA 94558",M-K51KkDDJJyZSQCW7lUWA,wineries,Wineries,4.5,275,$$,38.3393261000088,-122.27976149046
180,Palmaz Vineyards,"4029 Hagen Rd Napa, CA 94558",dkBVKCKwzyk09VIhWIbONA,wineries,Wineries,5.0,124,$$$,38.323297,-122.235727
181,Porter Family Vineyards,"1189 Green Valley Rd Napa, CA 94558",hODdEauc4S3GEv_5coqQqw,wineries,Wineries,5.0,57,$$$,38.2890722,-122.2273244
182,Roots Run Deep Winery,"1607 First St Napa, CA 94559",elo4bmtk7nf5761zuq2muA,wineries,Wineries,4.5,54,$$,38.297016,-122.291339
183,Monticello Vineyards - Corley Family Napa Valley,"4242 Big Ranch Rd Napa, CA 94558",mX9fBL4mxicdEm4kO3P_ug,wineries,Wineries,4.5,128,$$,38.359204,-122.3106703
184,Kieu Hoang Winery,"1285 Dealy Ln Napa, CA 94559",sOMd4B3yiE_HrKcucHsfXw,wineries,Wineries,4.5,88,$$,38.26739,-122.3487
185,Cornerstone Cellars,"1465 1st St Napa, CA 94559",FICVpmXRcWjQwAe87P9ZqA,wineries,Wineries,4.5,178,$$,38.29734,-122.28893
186,Silverado Vineyards,"6121 Silverado Trl Napa, CA 94558",rMh9PfBpPqN8pEusPYhOvQ,wineries,Wineries,4.0,311,$$,38.412273,-122.336858
187,Signorello Estate,"4500 Silverado Trl Napa, CA 94558",j-e9rmg77oZxjOFE3BWZfw,wineries,Wineries,4.5,142,$$,38.37017,-122.29481
188,Housley Napa Valley,"1038 Clinton St Napa, CA 94559",hm4wc8mq23P6ggwJ_qhoVw,winetastingroom,Wine Tasting Room,5.0,184,$$,38.301058,-122.2879028
189,McKahn Family Cellars,"1031 McKinstry St Napa, CA 94559",WL1iWaefUY9mw0rfPPUNBQ,winetastingroom,Wine Tasting Room,5.0,36,$$,38.3013054,-122.2824685
190,O'Brien Estate,"1200 Orchard Ave Napa, CA 94558",Q9nnwLPUI66JovirXricwA,wineries,Wineries,4.5,187,$$,38.3458853537695,-122.33976825643451
191,Laird Family Estate,"5055 Solano Ave Napa, CA 94558",CBgrreBS92t96o8JUg7Flw,wineries,Wineries,4.5,163,$$,38.3539772033691,-122.335693359375
192,Kenzo Estate,"3200 Monticello Rd Napa, CA 94558",wC3Ln2md73EHCiSAj32ugg,wineries,Wineries,4.5,68,$$$,38.354502,-122.204136
193,Silenus Winery,"5225 Solano Ave Napa, CA 94558",fD7VrIMnNQJy5iewJ5_Mng,wineries,Wineries,4.5,121,$$,38.363672,-122.339213
194,Napa Sonoma Wine Tasting Driver ®,"902 Enterprise Way Ste K Napa, CA 94558",PpOjhPCGMObVfnh3-3wAcQ,winetours,Wine Tours,5.0,130,,38.2587139,-122.2717063
195,Stonehedge Winery,"1004 Clinton St Napa, CA 94559",obZCSR6g1Tp0ok207pCULA,wine_bars,Wine Bars,4.5,138,$$,38.301341,-122.287519
196,Etude Wines,"1250 Cuttings Wharf Rd Napa, CA 94559",H_0SOBdmEzzkk9398319TA,wineries,Wineries,4.0,176,$$,38.245847,-122.3150228
197,Eleven Eleven Winery,"620 Trancas St Napa, CA 94558",j8TEOilvSUqT2okhmzO9hA,wineries,Wineries,5.0,36,$$$,38.3249893,-122.286911
198,JaM Cellars,"1460 First St Napa, CA 94559",z31nB1cGHiwJ3MoS9qwEMQ,wineries,Wineries,4.5,163,$$,38.297435,-122.2893433
199,Reynolds Family Winery,"3266 Silverado Trl Napa, CA 94558",vz4XmKow74fr2UpIiAd9VQ,wineries,Wineries,4.0,127,$$,38.3552406,-122.2869398
200,Hendry Vineyard and Winery,"3104 Redwood Rd Napa, CA 94558",mO8n3zTLoFhlmcfQr7X_TQ,wineries,Wineries,5.0,658,$$,38.32168,-122.34481
201,Domaine Carneros,"1240 Duhig Rd Napa, CA 94559",8eGTOeEQpUpYb89ISug3ag,wineries,Wineries,4.0,2239,$$,38.25553421701142,-122.35139091165661
202,Artesa Vineyards & Winery,"1345 Henry Rd Napa, CA 94558",SSvGGG4YELueu8SF3mE_3g,winetastingroom,Wine Tasting Room,4.0,1506,$$,38.2691599380148,-122.355366903427
203,Bouchaine Vineyards,"1075 Buchli Station Rd Napa, CA 94559",de7QOXpKlgpaYbUK9bA-Hg,winetastingroom,Wine Tasting Room,4.5,184,$$,38.226197,-122.331614
204,Paraduxx Winery,"7257 Silverado Trl Napa, CA 94558",cBFZALrZbLV5XBsiPcgknQ,wineries,Wineries,4.5,373,$$,38.43548,-122.35143
205,Jarvis Winery,"2970 Monticello Rd Napa, CA 94558",NPkAqW68Og5eBofEpPiRXQ,wineries,Wineries,4.5,209,$$$,38.35701,-122.21362
206,Vinoce & Twenty Rows,"68 S Coombs St Ste L6 Napa, CA 94559",7cg67fVuG-WJYJH8KxrbXQ,winetastingroom,Wine Tasting Room,5.0,276,$$,38.285944,-122.286341
207,White Rock Vineyards,"1112 Loma Vista Dr Napa, CA 94558",shbhrTpVLOdql8hNGC9NDw,wineries,Wineries,5.0,55,$$,38.377683,-122.286565
208,Cuvaison Estate Wines,"1221 Duhig Rd Napa, CA 94559",rjiMUH4UecBVD3wkqhgxXw,wineries,Wineries,4.0,327,$$,38.251176,-122.347084
209,St Clair Brown Winery & Brewery,"816 Vallejo St Napa, CA 94559",m2QHxP8_qJBER5lPDM-Spg,breweries,Breweries,4.5,230,$$,38.305044,-122.28614
210,Clos du Val,"5330 Silverado Trl Napa, CA 94558",CKdHGiYJ42pS89r1PDxd2g,wineries,Wineries,4.0,328,$$,38.3872498,-122.3125063
211,William Hill Estate Winery,"1761 Atlas Peak Rd Napa, CA 94558",1ol6_Oxrb3Oq_LSko85BfQ,wineries,Wineries,4.5,186,$$,38.3555817630865,-122.270102462921
212,Shadybrook Estate Winery,"100 Rapp Ln Napa, CA 94558",uELtBkcq7xqAF9970casZw,wineries,Wineries,5.0,179,$$,38.308954,-122.248219
213,Platypus Wine Tours,"182 Camino Oruga Napa, CA 94558",USWs09dJN8fSrVbLZ1gDhQ,winetours,Wine Tours,5.0,896,,38.2283082,-122.2539009
214,Ashes & Diamonds,"4130 Howard Ln Napa, CA 94558",kMGm-nfpM7ihMioPNe4wNQ,wineries,Wineries,4.0,179,$$,38.34425,-122.326284
215,Stag's Leap Wine Cellars,"5766 Silverado Trl Napa, CA 94558",4Nadx95153ze4VrS8AQpMA,winetours,Wine Tours,4.0,487,$$$,38.3983978,-122.3243927
216,Hagafen Cellars,"4160 Silverado Trl Napa, CA 94558",W8IaBhw2-S_ItlOFBH1ilA,wineries,Wineries,4.5,459,$$,38.364751,-122.289435
217,Saintsbury,"1500 Los Carneros Ave Napa, CA 94559",gm0vRczMVOyJV88EnlcCJg,wineries,Wineries,4.5,136,$$,38.24996,-122.32538
218,Chimney Rock Winery,"5350 Silverado Trl Napa, CA 94558",RU1Vj27-jl_cXzLldjKOJg,wineries,Wineries,4.0,308,$$$,38.390201,-122.313843
219,Stags' Leap Winery,"6150 Silverado Trl Napa, CA 94558",bz6MlQQxk5Hy3IFU8SwY3A,wineries,Wineries,4.0,222,$$$,38.415754,-122.318884
220,Black Stallion Winery,"4089 Silverado Trl Napa, CA 94558",HydOaTTsNz_Ezu3ESdT76w,venues,Venues & Event Spaces,4.0,385,$$,38.3598451538529,-122.29063943556353
221,Trefethen Family Vineyards,"1160 Oak Knoll Ave Napa, CA 94558",PvWarVB1XiBf3YtMjDYoJg,wineries,Wineries,4.5,350,$$,38.3562374223633,-122.322991049978
222,Verve Napa Valley,"Napa, CA 94558",oS0trWApclsXa6G70z9OUQ,winetours,Wine Tours,5.0,41,,38.3177642822266,-122.29174041748
223,Trinitas Cellars,"850 Bordeaux Way Ste 1 Napa, CA 94558",wNnfD8wW3ts6uyXiMSZWkg,wineries,Wineries,4.5,205,$$,38.2471,-122.274639
224,Peju Winery,"8466 St Helena Hwy Rutherford, CA 94573",blUuKnpEpJtpyq3B4l2Rcw,winetastingroom,Wine Tasting Room,4.0,1063,$$,38.4554826,-122.4180526
225,Darioush Winery,"4240 Silverado Trl Napa, CA 94558",I_RKcCl8G0YVrCqXmgYbew,wineries,Wineries,3.5,552,$$$,38.36752,-122.29424
226,Alpha Omega Collective,"1245 1st St Napa, CA 94559",3zac-C7Zip_c2ZT7uVwQJQ,wine_bars,Wine Bars,5.0,46,,38.29799,-122.28759
227,Truchard Vineyards,"3234 Old Sonoma Rd Napa, CA 94559",L146DJ8gXekGeJnLzRuuuA,wineries,Wineries,4.5,85,$$,38.289128186648,-122.317485809326
228,Piazza Del Dotto,"7466 St Helena Hwy Napa, CA 94558",pUem3oCj6prFnZFreyeDyw,wineries,Wineries,4.5,74,$$$$,38.422,-122.38811
229,Judd's Hill Winery,"2332 Silverado Trl Napa, CA 94558",M-K51KkDDJJyZSQCW7lUWA,wineries,Wineries,4.5,275,$$,38.3393261000088,-122.27976149046
230,Palmaz Vineyards,"4029 Hagen Rd Napa, CA 94558",dkBVKCKwzyk09VIhWIbONA,wineries,Wineries,5.0,124,$$$,38.323297,-122.235727
231,Porter Family Vineyards,"1189 Green Valley Rd Napa, CA 94558",hODdEauc4S3GEv_5coqQqw,wineries,Wineries,5.0,57,$$$,38.2890722,-122.2273244
232,Roots Run Deep Winery,"1607 First St Napa, CA 94559",elo4bmtk7nf5761zuq2muA,wineries,Wineries,4.5,54,$$,38.297016,-122.291339
233,Monticello Vineyards - Corley Family Napa Valley,"4242 Big Ranch Rd Napa, CA 94558",mX9fBL4mxicdEm4kO3P_ug,wineries,Wineries,4.5,128,$$,38.359204,-122.3106703
234,Kieu Hoang Winery,"1285 Dealy Ln Napa, CA 94559",sOMd4B3yiE_HrKcucHsfXw,wineries,Wineries,4.5,88,$$,38.26739,-122.3487
235,Cornerstone Cellars,"1465 1st St Napa, CA 94559",FICVpmXRcWjQwAe87P9ZqA,wineries,Wineries,4.5,178,$$,38.29734,-122.28893
236,Silverado Vineyards,"6121 Silverado Trl Napa, CA 94558",rMh9PfBpPqN8pEusPYhOvQ,wineries,Wineries,4.0,311,$$,38.412273,-122.336858
237,Signorello Estate,"4500 Silverado Trl Napa, CA 94558",j-e9rmg77oZxjOFE3BWZfw,wineries,Wineries,4.5,142,$$,38.37017,-122.29481
238,Housley Napa Valley,"1038 Clinton St Napa, CA 94559",hm4wc8mq23P6ggwJ_qhoVw,winetastingroom,Wine Tasting Room,5.0,184,$$,38.301058,-122.2879028
239,McKahn Family Cellars,"1031 McKinstry St Napa, CA 94559",WL1iWaefUY9mw0rfPPUNBQ,winetastingroom,Wine Tasting Room,5.0,36,$$,38.3013054,-122.2824685
240,O'Brien Estate,"1200 Orchard Ave Napa, CA 94558",Q9nnwLPUI66JovirXricwA,wineries,Wineries,4.5,187,$$,38.3458853537695,-122.33976825643451
241,Laird Family Estate,"5055 Solano Ave Napa, CA 94558",CBgrreBS92t96o8JUg7Flw,wineries,Wineries,4.5,163,$$,38.3539772033691,-122.335693359375
242,Kenzo Estate,"3200 Monticello Rd Napa, CA 94558",wC3Ln2md73EHCiSAj32ugg,wineries,Wineries,4.5,68,$$$,38.354502,-122.204136
243,Silenus Winery,"5225 Solano Ave Napa, CA 94558",fD7VrIMnNQJy5iewJ5_Mng,wineries,Wineries,4.5,121,$$,38.363672,-122.339213
244,Napa Sonoma Wine Tasting Driver ®,"902 Enterprise Way Ste K Napa, CA 94558",PpOjhPCGMObVfnh3-3wAcQ,winetours,Wine Tours,5.0,130,,38.2587139,-122.2717063
245,Stonehedge Winery,"1004 Clinton St Napa, CA 94559",obZCSR6g1Tp0ok207pCULA,wine_bars,Wine Bars,4.5,138,$$,38.301341,-122.287519
246,Etude Wines,"1250 Cuttings Wharf Rd Napa, CA 94559",H_0SOBdmEzzkk9398319TA,wineries,Wineries,4.0,176,$$,38.245847,-122.3150228
247,Eleven Eleven Winery,"620 Trancas St Napa, CA 94558",j8TEOilvSUqT2okhmzO9hA,wineries,Wineries,5.0,36,$$$,38.3249893,-122.286911
248,JaM Cellars,"1460 First St Napa, CA 94559",z31nB1cGHiwJ3MoS9qwEMQ,wineries,Wineries,4.5,163,$$,38.297435,-122.2893433
249,Reynolds Family Winery,"3266 Silverado Trl Napa, CA 94558",vz4XmKow74fr2UpIiAd9VQ,wineries,Wineries,4.0,127,$$,38.3552406,-122.2869398
250,Hendry Vineyard and Winery,"3104 Redwood Rd Napa, CA 94558",mO8n3zTLoFhlmcfQr7X_TQ,wineries,Wineries,5.0,658,$$,38.32168,-122.34481
251,Domaine Carneros,"1240 Duhig Rd Napa, CA 94559",8eGTOeEQpUpYb89ISug3ag,wineries,Wineries,4.0,2239,$$,38.25553421701142,-122.35139091165661
252,Artesa Vineyards & Winery,"1345 Henry Rd Napa, CA 94558",SSvGGG4YELueu8SF3mE_3g,winetastingroom,Wine Tasting Room,4.0,1506,$$,38.2691599380148,-122.355366903427
253,Bouchaine Vineyards,"1075 Buchli Station Rd Napa, CA 94559",de7QOXpKlgpaYbUK9bA-Hg,winetastingroom,Wine Tasting Room,4.5,184,$$,38.226197,-122.331614
254,Paraduxx Winery,"7257 Silverado Trl Napa, CA 94558",cBFZALrZbLV5XBsiPcgknQ,wineries,Wineries,4.5,373,$$,38.43548,-122.35143
255,Jarvis Winery,"2970 Monticello Rd Napa, CA 94558",NPkAqW68Og5eBofEpPiRXQ,wineries,Wineries,4.5,209,$$$,38.35701,-122.21362
256,Vinoce & Twenty Rows,"68 S Coombs St Ste L6 Napa, CA 94559",7cg67fVuG-WJYJH8KxrbXQ,winetastingroom,Wine Tasting Room,5.0,276,$$,38.285944,-122.286341
257,White Rock Vineyards,"1112 Loma Vista Dr Napa, CA 94558",shbhrTpVLOdql8hNGC9NDw,wineries,Wineries,5.0,55,$$,38.377683,-122.286565
258,Cuvaison Estate Wines,"1221 Duhig Rd Napa, CA 94559",rjiMUH4UecBVD3wkqhgxXw,wineries,Wineries,4.0,327,$$,38.251176,-122.347084
259,St Clair Brown Winery & Brewery,"816 Vallejo St Napa, CA 94559",m2QHxP8_qJBER5lPDM-Spg,breweries,Breweries,4.5,230,$$,38.305044,-122.28614
260,Clos du Val,"5330 Silverado Trl Napa, CA 94558",CKdHGiYJ42pS89r1PDxd2g,wineries,Wineries,4.0,328,$$,38.3872498,-122.3125063
261,William Hill Estate Winery,"1761 Atlas Peak Rd Napa, CA 94558",1ol6_Oxrb3Oq_LSko85BfQ,wineries,Wineries,4.5,186,$$,38.3555817630865,-122.270102462921
262,Shadybrook Estate Winery,"100 Rapp Ln Napa, CA 94558",uELtBkcq7xqAF9970casZw,wineries,Wineries,5.0,179,$$,38.308954,-122.248219
263,Platypus Wine Tours,"182 Camino Oruga Napa, CA 94558",USWs09dJN8fSrVbLZ1gDhQ,winetours,Wine Tours,5.0,896,,38.2283082,-122.2539009
264,Ashes & Diamonds,"4130 Howard Ln Napa, CA 94558",kMGm-nfpM7ihMioPNe4wNQ,wineries,Wineries,4.0,179,$$,38.34425,-122.326284
265,Stag's Leap Wine Cellars,"5766 Silverado Trl Napa, CA 94558",4Nadx95153ze4VrS8AQpMA,winetours,Wine Tours,4.0,487,$$$,38.3983978,-122.3243927
266,Hagafen Cellars,"4160 Silverado Trl Napa, CA 94558",W8IaBhw2-S_ItlOFBH1ilA,wineries,Wineries,4.5,459,$$,38.364751,-122.289435
267,Saintsbury,"1500 Los Carneros Ave Napa, CA 94559",gm0vRczMVOyJV88EnlcCJg,wineries,Wineries,4.5,136,$$,38.24996,-122.32538
268,Chimney Rock Winery,"5350 Silverado Trl Napa, CA 94558",RU1Vj27-jl_cXzLldjKOJg,wineries,Wineries,4.0,308,$$$,38.390201,-122.313843
269,Stags' Leap Winery,"6150 Silverado Trl Napa, CA 94558",bz6MlQQxk5Hy3IFU8SwY3A,wineries,Wineries,4.0,222,$$$,38.415754,-122.318884
270,Black Stallion Winery,"4089 Silverado Trl Napa, CA 94558",HydOaTTsNz_Ezu3ESdT76w,venues,Venues & Event Spaces,4.0,385,$$,38.3598451538529,-122.29063943556353
271,Trefethen Family Vineyards,"1160 Oak Knoll Ave Napa, CA 94558",PvWarVB1XiBf3YtMjDYoJg,wineries,Wineries,4.5,350,$$,38.3562374223633,-122.322991049978
272,Verve Napa Valley,"Napa, CA 94558",oS0trWApclsXa6G70z9OUQ,winetours,Wine Tours,5.0,41,,38.3177642822266,-122.29174041748
273,Trinitas Cellars,"850 Bordeaux Way Ste 1 Napa, CA 94558",wNnfD8wW3ts6uyXiMSZWkg,wineries,Wineries,4.5,205,$$,38.2471,-122.274639
274,Peju Winery,"8466 St Helena Hwy Rutherford, CA 94573",blUuKnpEpJtpyq3B4l2Rcw,winetastingroom,Wine Tasting Room,4.0,1063,$$,38.4554826,-122.4180526
275,Darioush Winery,"4240 Silverado Trl Napa, CA 94558",I_RKcCl8G0YVrCqXmgYbew,wineries,Wineries,3.5,552,$$$,38.36752,-122.29424
276,Alpha Omega Collective,"1245 1st St Napa, CA 94559",3zac-C7Zip_c2ZT7uVwQJQ,wine_bars,Wine Bars,5.0,46,,38.29799,-122.28759
277,Truchard Vineyards,"3234 Old Sonoma Rd Napa, CA 94559",L146DJ8gXekGeJnLzRuuuA,wineries,Wineries,4.5,85,$$,38.289128186648,-122.317485809326
278,Piazza Del Dotto,"7466 St Helena Hwy Napa, CA 94558",pUem3oCj6prFnZFreyeDyw,wineries,Wineries,4.5,74,$$$$,38.422,-122.38811
279,Judd's Hill Winery,"2332 Silverado Trl Napa, CA 94558",M-K51KkDDJJyZSQCW7lUWA,wineries,Wineries,4.5,275,$$,38.3393261000088,-122.27976149046
280,Palmaz Vineyards,"4029 Hagen Rd Napa, CA 94558",dkBVKCKwzyk09VIhWIbONA,wineries,Wineries,5.0,124,$$$,38.323297,-122.235727
281,Porter Family Vineyards,"1189 Green Valley Rd Napa, CA 94558",hODdEauc4S3GEv_5coqQqw,wineries,Wineries,5.0,57,$$$,38.2890722,-122.2273244
282,Roots Run Deep Winery,"1607 First St Napa, CA 94559",elo4bmtk7nf5761zuq2muA,wineries,Wineries,4.5,54,$$,38.297016,-122.291339
283,Monticello Vineyards - Corley Family Napa Valley,"4242 Big Ranch Rd Napa, CA 94558",mX9fBL4mxicdEm4kO3P_ug,wineries,Wineries,4.5,128,$$,38.359204,-122.3106703
284,Kieu Hoang Winery,"1285 Dealy Ln Napa, CA 94559",sOMd4B3yiE_HrKcucHsfXw,wineries,Wineries,4.5,88,$$,38.26739,-122.3487
285,Cornerstone Cellars,"1465 1st St Napa, CA 94559",FICVpmXRcWjQwAe87P9ZqA,wineries,Wineries,4.5,178,$$,38.29734,-122.28893
286,Silverado Vineyards,"6121 Silverado Trl Napa, CA 94558",rMh9PfBpPqN8pEusPYhOvQ,wineries,Wineries,4.0,311,$$,38.412273,-122.336858
287,Signorello Estate,"4500 Silverado Trl Napa, CA 94558",j-e9rmg77oZxjOFE3BWZfw,wineries,Wineries,4.5,142,$$,38.37017,-122.29481
288,Housley Napa Valley,"1038 Clinton St Napa, CA 94559",hm4wc8mq23P6ggwJ_qhoVw,winetastingroom,Wine Tasting Room,5.0,184,$$,38.301058,-122.2879028
289,McKahn Family Cellars,"1031 McKinstry St Napa, CA 94559",WL1iWaefUY9mw0rfPPUNBQ,winetastingroom,Wine Tasting Room,5.0,36,$$,38.3013054,-122.2824685
290,O'Brien Estate,"1200 Orchard Ave Napa, CA 94558",Q9nnwLPUI66JovirXricwA,wineries,Wineries,4.5,187,$$,38.3458853537695,-122.33976825643451
291,Laird Family Estate,"5055 Solano Ave Napa, CA 94558",CBgrreBS92t96o8JUg7Flw,wineries,Wineries,4.5,163,$$,38.3539772033691,-122.335693359375
292,Kenzo Estate,"3200 Monticello Rd Napa, CA 94558",wC3Ln2md73EHCiSAj32ugg,wineries,Wineries,4.5,68,$$$,38.354502,-122.204136
293,Silenus Winery,"5225 Solano Ave Napa, CA 94558",fD7VrIMnNQJy5iewJ5_Mng,wineries,Wineries,4.5,121,$$,38.363672,-122.339213
294,Napa Sonoma Wine Tasting Driver ®,"902 Enterprise Way Ste K Napa, CA 94558",PpOjhPCGMObVfnh3-3wAcQ,winetours,Wine Tours,5.0,130,,38.2587139,-122.2717063
295,Stonehedge Winery,"1004 Clinton St Napa, CA 94559",obZCSR6g1Tp0ok207pCULA,wine_bars,Wine Bars,4.5,138,$$,38.301341,-122.287519
296,Etude Wines,"1250 Cuttings Wharf Rd Napa, CA 94559",H_0SOBdmEzzkk9398319TA,wineries,Wineries,4.0,176,$$,38.245847,-122.3150228
297,Eleven Eleven Winery,"620 Trancas St Napa, CA 94558",j8TEOilvSUqT2okhmzO9hA,wineries,Wineries,5.0,36,$$$,38.3249893,-122.286911
298,JaM Cellars,"1460 First St Napa, CA 94559",z31nB1cGHiwJ3MoS9qwEMQ,wineries,Wineries,4.5,163,$$,38.297435,-122.2893433
299,Reynolds Family Winery,"3266 Silverado Trl Napa, CA 94558",vz4XmKow74fr2UpIiAd9VQ,wineries,Wineries,4.0,127,$$,38.3552406,-122.2869398
300,Hendry Vineyard and Winery,"3104 Redwood Rd Napa, CA 94558",mO8n3zTLoFhlmcfQr7X_TQ,wineries,Wineries,5.0,658,$$,38.32168,-122.34481
301,Domaine Carneros,"1240 Duhig Rd Napa, CA 94559",8eGTOeEQpUpYb89ISug3ag,wineries,Wineries,4.0,2239,$$,38.25553421701142,-122.35139091165661
302,Artesa Vineyards & Winery,"1345 Henry Rd Napa, CA 94558",SSvGGG4YELueu8SF3mE_3g,winetastingroom,Wine Tasting Room,4.0,1506,$$,38.2691599380148,-122.355366903427
303,Bouchaine Vineyards,"1075 Buchli Station Rd Napa, CA 94559",de7QOXpKlgpaYbUK9bA-Hg,winetastingroom,Wine Tasting Room,4.5,184,$$,38.226197,-122.331614
304,Paraduxx Winery,"7257 Silverado Trl Napa, CA 94558",cBFZALrZbLV5XBsiPcgknQ,wineries,Wineries,4.5,373,$$,38.43548,-122.35143
305,Jarvis Winery,"2970 Monticello Rd Napa, CA 94558",NPkAqW68Og5eBofEpPiRXQ,wineries,Wineries,4.5,209,$$$,38.35701,-122.21362
306,Vinoce & Twenty Rows,"68 S Coombs St Ste L6 Napa, CA 94559",7cg67fVuG-WJYJH8KxrbXQ,winetastingroom,Wine Tasting Room,5.0,276,$$,38.285944,-122.286341
307,White Rock Vineyards,"1112 Loma Vista Dr Napa, CA 94558",shbhrTpVLOdql8hNGC9NDw,wineries,Wineries,5.0,55,$$,38.377683,-122.286565
308,Cuvaison Estate Wines,"1221 Duhig Rd Napa, CA 94559",rjiMUH4UecBVD3wkqhgxXw,wineries,Wineries,4.0,327,$$,38.251176,-122.347084
309,St Clair Brown Winery & Brewery,"816 Vallejo St Napa, CA 94559",m2QHxP8_qJBER5lPDM-Spg,breweries,Breweries,4.5,230,$$,38.305044,-122.28614
310,Clos du Val,"5330 Silverado Trl Napa, CA 94558",CKdHGiYJ42pS89r1PDxd2g,wineries,Wineries,4.0,328,$$,38.3872498,-122.3125063
311,William Hill Estate Winery,"1761 Atlas Peak Rd Napa, CA 94558",1ol6_Oxrb3Oq_LSko85BfQ,wineries,Wineries,4.5,186,$$,38.3555817630865,-122.270102462921
312,Shadybrook Estate Winery,"100 Rapp Ln Napa, CA 94558",uELtBkcq7xqAF9970casZw,wineries,Wineries,5.0,179,$$,38.308954,-122.248219
313,Platypus Wine Tours,"182 Camino Oruga Napa, CA 94558",USWs09dJN8fSrVbLZ1gDhQ,winetours,Wine Tours,5.0,896,,38.2283082,-122.2539009
314,Ashes & Diamonds,"4130 Howard Ln Napa, CA 94558",kMGm-nfpM7ihMioPNe4wNQ,wineries,Wineries,4.0,179,$$,38.34425,-122.326284
315,Stag's Leap Wine Cellars,"5766 Silverado Trl Napa, CA 94558",4Nadx95153ze4VrS8AQpMA,winetours,Wine Tours,4.0,487,$$$,38.3983978,-122.3243927
316,Hagafen Cellars,"4160 Silverado Trl Napa, CA 94558",W8IaBhw2-S_ItlOFBH1ilA,wineries,Wineries,4.5,459,$$,38.364751,-122.289435
